Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,likes_anomaly,shares_anomaly,comments_anomaly,any_anomaly,anomaly_count,youtube_anomaly,tiktok_anomaly,instagram_anomaly,twitter_anomaly,platform_anomaly,view_like_anomaly,day_of_week,is_weekend,day_of_month,day_of_year,week_of_year,month,quarter,year,year_month,total_interactions,engagement_rate,like_rate,share_rate,comment_rate,likes_per_share,likes_per_comment,comment_to_like_ratio,share_to_like_ratio,virality_score,engagement_density,Engagement_Level_Cal
2022-10-12,YouTube,#Gaming,Shorts,Brazil,1987787,41192,4687,26107,Low,0,0,0,0,0,True,False,False,False,1,0,2,0,12,285,41,10,4,2022,2022-10,71986,0.0362141416560225,0.020722531779042836,0.002357897321042284,0.013133694337625542,8.786689419795222,1.5777539451509115,0.6337727283761804,0.11378146772509892,0.04513886792756572,0.034948511316538276,Medium
2023-02-14,TikTok,#Dance,Post,USA,4486633,27418,58555,3114,Low,0,0,0,0,0,False,True,False,False,1,0,1,0,14,45,7,2,1,2023,2023-02,89087,0.019856092530857773,0.006111040035804124,0.013050986552502388,0.000694061516941208,0.46823553521415395,8.801926163723916,0.11357088150552537,2.1355629308143986,0.03325410541622071,0.019469504252882606,Low
2023-01-12,TikTok,#Gaming,Live Stream,Brazil,496567,260126,47936,7127,High,0,0,0,0,0,False,False,False,False,0,0,3,0,12,12,2,1,1,2023,2023-01,315189,0.6347360980492058,0.5238476905479209,0.09653461358766574,0.014352515667542007,5.426413834824874,36.49354657687991,0.02739815551634394,0.18427921745916417,0.7384456912245654,0.38828046851516956,High
2023-05-01,YouTube,#Music,Post,UK,4731153,280741,96904,17906,Medium,0,0,0,0,0,True,False,False,False,1,0,0,0,1,121,18,5,2,2023,2023-05,395551,0.08360562425269273,0.05933879979387693,0.02048210647972989,0.0037847003077896004,2.89707445436252,15.677723795163903,0.06378098040193488,0.3451710111062826,0.10598006321502111,0.07715502982032901,High
2022-09-07,Twitter,#Fashion,Post,USA,1314532,324119,29318,7716,High,0,0,0,0,0,False,False,False,True,1,0,2,0,7,250,36,9,3,2022,2022-09,361153,0.274738842416921,0.24656589070034757,0.022302977559330955,0.005869765156142904,11.05491319622088,42.000647920176235,0.02380599777860052,0.0904541527829199,0.29997649355322387,0.21552559102695315,High
2022-05-30,TikTok,#Education,Video,UK,1616973,258225,21629,6932,Medium,0,0,0,0,0,False,False,False,False,0,0,0,0,30,150,22,5,2,2022,2022-05,286786,0.17735979512335703,0.15969644533554653,0.01337622002580128,0.004287020075771163,11.938280166435506,37.24578104716573,0.026844701927768697,0.08375996220365106,0.19287941550080584,0.15064196676154912,High
2022-04-17,Instagram,#Education,Post,USA,3692899,333304,64397,41206,High,0,0,0,0,0,False,False,False,False,0,0,6,1,17,107,15,4,2,2022,2022-04,438907,0.1188516122428477,0.09025535487015625,0.017438056811719786,0.011158168377156165,5.175688685984037,8.088528648045235,0.12362850842321597,0.19320742263092364,0.14186872105933007,0.10622642979849489,High
2023-06-20,Twitter,#Tech,Live Stream,UK,1670435,67796,52824,30462,Medium,0,0,0,0,0,False,False,False,False,0,0,1,0,20,171,25,6,2,2023,2023-06,151082,0.09044470452307334,0.04058581112954941,0.031622881690768156,0.018235957558385953,1.2834074775201136,2.225519482651085,0.4493119164564804,0.7791495198902606,0.13118551084866467,0.08294295359307655,High
2023-01-06,Twitter,#Fashion,Video,India,3923288,442212,71040,4338,Medium,0,0,0,0,0,False,False,False,True,1,0,4,0,6,6,1,1,1,2023,2023-01,517590,0.1319276076596977,0.1127146126629978,0.01810725643713731,0.0011057049327745166,6.224743458003125,101.91564876699701,0.009809752313930165,0.16064656624748708,0.1505876829364342,0.1165512765718851,High
2023-12-02,TikTok,#Viral,Video,Canada,1756626,3030,44751,5046,Medium,0,0,0,0,0,False,True,False,False,1,0,5,1,2,336,48,12,4,2023,2023-12,52827,0.03007299220209652,0.0017248966342883264,0.02547552781552373,0.0028725506325474903,0.06770647121916339,0.6003566475133743,1.6647970966677663,14.764434180138569,0.05698477821415702,0.02919501086792528,Low
2023-03-07,Twitter,#Tech,Tweet,Japan,1262732,476695,34147,6539,Low,0,0,0,0,0,False,False,False,False,0,0,1,0,7,66,10,3,1,2023,2023-03,517381,0.4097314394503347,0.377510526770109,0.02704213796582492,0.005178450234530974,13.959675530045683,72.88914373088684,0.013717337674324937,0.07163265477369225,0.43936247805355527,0.2906450320850418,High
2023-09-08,Instagram,#Fashion,Post,Brazil,652613,68913,48724,2520,High,0,0,0,0,0,False,False,True,False,1,0,4,0,8,251,36,9,3,2023,2023-09,120157,0.18411677364686269,0.1055953442616922,0.07465975293205478,0.00386139433110537,1.4143252950230887,27.335581118603727,0.036567315784891315,0.7070261485329541,0.26070694162245983,0.1554886965073696,High
2022-07-10,TikTok,#Fashion,Live Stream,Japan,2216863,499147,11602,4513,Low,0,0,0,0,0,False,False,False,False,0,0,6,1,10,191,27,7,3,2022,2022-07,515262,0.2324284360377705,0.22515905350982288,0.005233519061160269,0.002035758621187407,43.01878824441955,110.57753655294638,0.00904140655677274,0.02324360710650949,0.23867972956392453,0.18859386009058882,High
2023-07-06,TikTok,#Tech,Video,India,3847940,382933,33818,35325,High,0,0,0,0,0,False,False,False,False,0,0,3,0,6,187,27,7,3,2023,2023-07,452076,0.11748519987317889,0.09951633873804198,0.008788596290847495,0.009180234312324436,11.323013690528992,10.83997622147993,0.09224827254827203,0.08831286853609238,0.1308638827882236,0.1051335622937217,Medium
2023-04-10,TikTok,#Tech,Live Stream,UK,431450,299277,88023,22378,Medium,0,0,0,0,0,False,False,False,False,0,0,0,0,10,100,15,4,2,2023,2023-04,409678,0.9495376057480589,0.693652349861282,0.20401621505107184,0.051866840035137245,3.3999477415250388,13.373117654944368,0.07477328771242792,0.29411784361028875,1.1794850400161316,0.4870578556414719,High
2023-12-24,YouTube,#Music,Shorts,USA,4136937,384754,68003,30923,High,0,0,0,0,0,True,False,False,False,1,0,6,1,24,358,51,12,4,2023,2023-12,483680,0.11691741982050971,0.09300453620528033,0.016438003180129845,0.007474852173274049,5.657814246220811,12.44192213167766,0.08037062546295695,0.17674364205793297,0.1370928208254511,0.10467866088013787,High
2023-06-04,Twitter,#Education,Tweet,Brazil,4747512,453977,51450,12085,Medium,0,0,0,0,0,False,False,False,False,0,0,6,1,4,155,22,6,2,2023,2023-06,517512,0.1090069914515224,0.09562417206651146,0.010837253104941472,0.0025455433192073406,8.82348253678257,37.562220751282474,0.02662023269850081,0.11333148302340643,0.1211169932552054,0.09829242943621909,High
2022-08-03,YouTube,#Challenge,Shorts,Canada,2391980,444847,46095,44360,Low,0,0,0,0,0,True,False,False,False,1,0,2,0,3,215,31,8,3,2022,2022-08,535302,0.2237903326950894,0.18597430330759315,0.019270638019281926,0.01854529780963979,9.650446893439778,10.027884853813035,0.09971945473510054,0.10361966334568212,0.2523335260606167,0.18286656359038864,High
2022-02-19,Twitter,#Dance,Video,USA,2663152,206052,32784,32820,High,0,0,0,0,0,False,False,False,True,1,0,5,1,19,50,7,2,1,2022,2022-02,271656,0.10200544317410347,0.07737144655226343,0.012310220253962128,0.012323738065368382,6.2849473844746075,6.278053685140611,0.15927940869582097,0.15910469636452756,0.12047749415824024,0.09256346582127349,High
2023-07-26,Twitter,#Fashion,Post,Australia,932607,202697,90673,270,High,0,0,0,0,0,False,False,False,True,1,0,2,0,26,207,30,7,3,2023,2023-07,293640,0.31485931373022075,0.2173442646856986,0.09722520072742245,0.0002895107054625309,2.2354478681871317,747.959409594096,0.0013320309031169522,0.44733051140119784,0.4122289321987373,0.23946235954094078,High
2023-08-29,Twitter,#Comedy,Post,USA,1295631,384661,43128,25664,High,0,0,0,0,0,False,False,False,True,1,0,1,0,29,241,35,8,3,2023,2023-08,453453,0.34998622292921366,0.29689062943798855,0.03328722970720081,0.019808093656223373,8.918848106842264,14.987765439314241,0.06671831374037467,0.11211921115160843,0.3931772293367252,0.2592516997468389,High
2022-08-12,TikTok,#Tech,Video,Japan,3914990,257949,1409,41644,Medium,0,0,0,0,0,False,True,False,False,1,0,4,0,12,224,32,8,3,2022,2022-08,301002,0.07688448757212663,0.06588750778737422,0.0003598986562165788,0.010637061490051957,182.94255319148937,6.193996878376756,0.16144213994960263,0.005462298895134716,0.08256289733488531,0.071395296765269,Medium
2023-06-20,Instagram,#Gaming,Live Stream,Brazil,4004484,28922,67896,39287,Medium,0,0,0,0,0,False,False,False,False,0,0,1,0,20,171,25,6,2,2023,2023-06,136105,0.03398814928465191,0.007222401881889931,0.016954989218338937,0.009810749696902349,0.4259687467782082,0.7361535328853595,1.3583307402413305,2.347474328389171,0.05584850486392133,0.032870927300439626,High
2023-08-13,Twitter,#Fitness,Post,India,2526693,23428,62797,28304,Medium,0,0,0,0,0,False,False,False,False,0,0,6,1,13,225,32,8,3,2023,2023-08,114529,0.0453276278518997,0.009272195208442337,0.024853425068488706,0.011201989635468323,0.3730692060256696,0.827698286521816,1.208075462034231,2.6803107260233046,0.07578202979862222,0.04336212556157718,High
2023-06-24,Twitter,#Gaming,Post,UK,3234591,152530,42933,15910,Low,0,0,0,0,0,False,False,False,True,1,0,5,1,24,175,25,6,2,2023,2023-06,211373,0.06534767455916374,0.04715587004481554,0.013273080499797193,0.004918703811794501,3.552662225741836,9.586449626044875,0.10430666553028564,0.2814706518674892,0.08108008676210168,0.061339294316481545,High
2023-02-10,Twitter,#Challenge,Video,Australia,1680858,306722,26650,22652,Low,0,0,0,0,0,False,False,False,True,1,0,4,0,10,41,6,2,1,2023,2023-02,356024,0.21181087278044902,0.1824793156356363,0.015854988431510317,0.013476442699833835,11.508836441409327,13.540016774820112,0.07385165116407964,0.08688621329342762,0.23440395654840768,0.1747887211924893,High
2022-03-13,YouTube,#Dance,Live Stream,Japan,3524578,205017,50107,46380,Low,0,0,0,0,0,False,False,False,False,0,0,6,1,13,72,10,3,1,2022,2022-03,301504,0.08554329057265862,0.058167798196607313,0.014216449680940617,0.013159018424611847,4.091502354913387,4.420279855975507,0.22622403886488016,0.24440293047439737,0.10633922519540631,0.0788022839029587,High
2022-04-19,Twitter,#Comedy,Tweet,Australia,811909,267877,99635,33755,Low,0,0,0,0,0,False,False,False,False,0,0,1,0,19,109,16,4,2,2022,2022-04,401267,0.4942265697264102,0.3299343523296917,0.12271680358660443,0.04157480508923403,2.68855634509615,7.935685507761583,0.1260088547771747,0.3719417048059191,0.6377301671367516,0.33075744986712563,High
2023-07-30,Instagram,#Tech,Reel,USA,2703206,265588,10903,43619,Low,0,0,0,0,0,False,False,True,False,1,0,6,1,30,211,30,7,3,2023,2023-07,320110,0.11841864807935466,0.09824922767660782,0.004033357415839779,0.01613601918018117,24.356933235509903,6.088674919761577,0.16423496455048966,0.04105215200930761,0.13051997127855913,0.10588043062650414,High
2023-05-19,Twitter,#Fashion,Video,Canada,4926792,476756,74016,30462,Medium,0,0,0,0,0,False,False,False,True,1,0,4,0,19,139,20,5,2,2023,2023-05,581234,0.11797413002213204,0.09676801927744884,0.015023160096232986,0.0061829267030297395,6.4411689206533635,15.650329908413486,0.06389418508800081,0.1552489003832141,0.1360887295244594,0.10552491945390235,High
2022-08-04,Instagram,#Gaming,Live Stream,USA,2605580,295265,43546,18596,High,0,0,0,0,0,False,False,False,False,0,0,3,0,4,216,31,8,3,2022,2022-08,357407,0.1371698431827079,0.11332021533776919,0.01671258732697237,0.007136987873338038,6.780375226766482,15.87702317578104,0.0629804989399389,0.1474805768358023,0.157450871801721,0.12062388393874154,High
2022-11-07,Instagram,#Dance,Video,Canada,675381,235103,16489,18896,Low,0,0,0,0,0,False,False,False,False,0,0,0,0,7,311,45,11,4,2022,2022-11,270488,0.40049690471008215,0.3481037398094708,0.024414331445019262,0.027978240462434592,14.257307459066102,12.441286976768799,0.08037294133659997,0.07013491901456377,0.4388997633931612,0.2859677185741366,High
2023-05-10,YouTube,#Tech,Post,Brazil,2583578,117156,48201,44942,High,0,0,0,0,0,False,False,False,False,0,0,2,0,10,130,19,5,2,2023,2023-05,210299,0.0813983553041557,0.045346397381307094,0.018656677423063123,0.017395248993740852,2.430521555122194,2.606768573526467,0.38360490623692994,0.41142227950527926,0.10875262571804462,0.07527138811050021,High
2023-03-06,YouTube,#Fashion,Shorts,Canada,3986877,179971,22707,20886,Low,0,0,0,0,0,False,False,False,False,0,0,0,0,6,65,10,3,1,2023,2023-03,223564,0.056074967951105587,0.04514083450760219,0.0056954338708132025,0.0052386855078083655,7.925444777171041,8.616412122372768,0.11605138577111995,0.12616962638632676,0.06438973051094114,0.05309752588861832,High
2022-07-10,YouTube,#Fashion,Post,India,4576712,135578,31719,36180,Low,0,0,0,0,0,False,False,False,False,0,0,6,1,10,191,27,7,3,2022,2022-07,203477,0.04445921001802167,0.029623443724786765,0.0069305197857064665,0.00790523679330559,4.27421185372005,3.7472153892927227,0.2668554864691435,0.23395216073285685,0.05534233848615808,0.04256672696414305,High
2022-09-30,Instagram,#Fitness,Reel,India,3228575,264811,27451,24414,High,0,0,0,0,0,False,False,True,False,1,0,4,0,30,273,39,9,3,2022,2022-09,316676,0.09808537822413914,0.08202099005877514,0.008502510084941472,0.007561847700038655,9.646328136383506,10.84624206430473,0.09219370723381115,0.10366222074528345,0.11036878177871606,0.08932399990861013,High
2023-03-25,Instagram,#Education,Reel,Australia,3413756,181553,21480,3465,Low,0,0,0,0,0,False,False,False,False,0,0,5,1,25,84,12,3,1,2023,2023-03,206498,0.06048997057786204,0.053182754367109314,0.006292187756773549,0.001015010734507465,8.451794609189516,52.381130986728216,0.019085230840411117,0.11831190720116329,0.06728964598241761,0.057039644179662535,High
2022-10-12,Twitter,#Fashion,Post,India,939606,232692,8846,36166,High,0,0,0,0,0,False,False,False,False,0,0,2,0,12,285,41,10,4,2022,2022-10,277704,0.2955536682396664,0.2476482188830011,0.00941457439120824,0.038490560415152295,26.301797219396406,6.433820886443443,0.15542366981387493,0.03801575466387042,0.324213208288146,0.22812923577396063,High
2022-05-11,Instagram,#Dance,Post,Canada,1145849,287542,90299,42322,High,0,0,0,0,0,False,False,False,False,0,0,2,0,11,131,19,5,2,2022,2022-05,420163,0.36668269553841737,0.25094209538770346,0.07880525374176375,0.036935026399616,3.184296788482835,6.793989083949626,0.14718494277377644,0.314036509322084,0.46395514247065495,0.2683012646135534,High
2022-08-19,Twitter,#Challenge,Video,Canada,588305,355237,85558,1657,Medium,0,0,0,0,0,False,False,False,False,0,0,4,0,19,231,33,8,3,2022,2022-08,442452,0.7520792786054853,0.6038303195955846,0.14543111917947463,0.0028165614493137923,4.151953622646361,214.25633293124247,0.004664478462326665,0.24084698146031674,0.8989174001285045,0.42924957094640154,High
2023-03-20,YouTube,#Fitness,Shorts,USA,3861892,47708,76578,37640,Low,0,0,0,0,0,False,False,False,False,0,0,0,0,20,79,12,3,1,2023,2023-03,161926,0.04192918911248683,0.012353527143294752,0.019829135607848276,0.009746515504184088,0.622990637119837,1.2674477298690259,0.7889496740656899,1.6051059548512858,0.06663157161526743,0.0402418797271646,High
2022-10-01,Twitter,#Education,Post,Brazil,4427716,109062,80947,40554,High,0,0,0,0,0,False,False,False,False,0,0,5,1,1,274,39,10,4,2022,2022-10,230563,0.05207267132760999,0.0246316555461878,0.018281882062471472,0.009159121958336543,1.347309383801947,2.6892368388608063,0.37184012909969466,0.7422040472020759,0.07493410260863556,0.04949531790603354,High
2022-08-26,YouTube,#Education,Video,UK,4806719,334394,46223,41057,Low,0,0,0,0,0,False,False,False,False,0,0,4,0,26,238,34,8,3,2022,2022-08,421674,0.08772595194351906,0.06956802143665534,0.009616328806337794,0.008541583449836895,7.234207338179301,8.144429830970822,0.12277994587239642,0.13822874145845482,0.10161305422408629,0.08065078505001441,High
2023-03-18,Twitter,#Dance,Live Stream,Canada,4814733,413922,85371,14507,High,0,0,0,0,0,False,False,False,False,0,0,5,1,18,77,11,3,1,2023,2023-03,513800,0.10671412101148703,0.08596985835562256,0.017731197611332215,0.0030130428804581934,4.848451482921801,28.53060380479735,0.03504758131343269,0.20624850515675622,0.12595181789897428,0.09642428788561505,High
2022-02-14,TikTok,#Music,Post,Brazil,3946834,394401,54346,6258,Medium,0,0,0,0,0,False,True,False,False,1,0,0,0,14,45,7,2,1,2022,2022-02,455005,0.11528354118769626,0.09992842366098405,0.013769514053665785,0.0015855742639355331,7.257088707748358,63.01342067422911,0.01586705949766989,0.1377934188974701,0.12984581316421892,0.10336702455496441,Medium
2023-07-26,YouTube,#Fashion,Video,Australia,1269726,270115,42913,11512,High,0,0,0,0,0,False,False,False,False,0,0,2,0,26,207,30,7,3,2023,2023-07,324540,0.2555984519494757,0.21273470596435295,0.03379702881013005,0.00906651587309713,6.294332851750012,23.461738903847824,0.04261872676923988,0.15886878230093737,0.2939285373942588,0.2035670333557888,High
2023-10-24,Twitter,#Tech,Post,UK,4079564,286423,76936,10893,Medium,0,0,0,0,0,False,False,False,False,0,0,1,0,24,297,43,10,4,2023,2023-10,374252,0.09173823477214722,0.07020920122611111,0.018858873433809733,0.0026701376249673677,3.7228251686444755,26.291812006609142,0.03803103091919671,0.2686087758009105,0.11193215453118163,0.08402951536390367,High
2022-12-23,Instagram,#Challenge,Post,India,4431107,465657,33665,5015,Medium,0,0,0,0,0,False,False,False,False,0,0,4,0,23,357,51,12,4,2022,2022-12,504337,0.11381738242836384,0.10508816305086674,0.007597422585953671,0.0011317711055564433,13.8316699340581,92.83433014354067,0.01076970652281288,0.0722955473759712,0.12198066488110874,0.10218675361325141,High
2023-11-25,YouTube,#Challenge,Live Stream,Germany,4020489,25700,44736,49114,Low,0,0,0,0,0,False,False,False,False,0,0,5,1,25,329,47,11,4,2023,2023-11,119550,0.029735188928510934,0.006392255670328741,0.011127001932600255,0.012215923929670264,0.5744685606991975,0.5232617326682276,1.9109762266059687,1.740632660207774,0.046970145430034645,0.02887653956883015,Medium
2023-01-05,Instagram,#Education,Video,Australia,2982515,223769,87424,11556,High,0,0,0,0,0,False,False,False,False,0,0,3,0,5,5,1,1,1,2023,2023-01,322749,0.10821370554716406,0.07502692357727503,0.02931216462878992,0.003874581058408404,2.559553903345725,19.362204724409448,0.05164231130178308,0.39068686597846003,0.13946312442246747,0.09764696556765208,High
2022-06-23,YouTube,#Viral,Video,USA,556692,349917,96965,6379,Low,0,0,0,0,0,False,False,False,False,0,0,3,0,23,174,25,6,2,2022,2022-06,453261,0.8142042637580565,0.6285636787241801,0.17418038308367448,0.011458739376999531,3.6086566425344966,54.845924764890285,0.018229985310844254,0.27710777953692006,0.9941125539570284,0.4487941518070643,High
2023-04-08,Instagram,#Dance,Post,Germany,2487151,309174,3823,14068,High,0,0,0,0,0,False,False,True,False,1,0,5,1,8,98,14,4,2,2023,2023-04,327065,0.13150186699561064,0.12430844596550593,0.0015370994615528121,0.005656268696082909,80.85094142259415,21.97554907953657,0.045501738497614616,0.012365165359424274,0.1358670479327359,0.1162188687719777,High
2023-06-01,Instagram,#Challenge,Live Stream,Germany,827453,98572,86466,22004,High,0,0,0,0,0,False,False,False,False,0,0,3,0,1,152,22,6,2,2023,2023-06,207042,0.25021602435425333,0.11912686384983334,0.10449644330681826,0.026592414804931755,1.1399956052598101,4.479527380140877,0.22322542684102137,0.8771773203615595,0.3680083726708675,0.20013823169759157,High
2023-09-20,YouTube,#Music,Post,UK,724983,68237,29413,27681,Medium,0,0,0,0,0,True,False,False,False,1,0,2,0,20,263,38,9,3,2023,2023-09,125331,0.17287439843417018,0.09412207717687562,0.04057055052249429,0.03818153228209174,2.3198816889916367,2.4650314283650023,0.40565374131715465,0.4310354934200885,0.23253547664500182,0.14739378629541558,High
2023-02-04,Twitter,#Music,Video,UK,1468817,150762,99579,1486,High,0,0,0,0,0,False,False,False,False,0,0,5,1,4,35,5,2,1,2023,2023-02,251827,0.17144885986477554,0.10264171599204258,0.06779532930560492,0.001011697841393556,1.5139787105844547,101.3866845998655,0.009856529785159489,0.6605002553676963,0.23974992136534273,0.14635624800946623,High
2022-11-25,YouTube,#Comedy,Shorts,UK,3186028,219247,83057,28304,Medium,0,0,0,0,0,False,False,False,False,0,0,4,0,25,329,47,11,4,2022,2022-11,330608,0.10376807736780719,0.06881513005688272,0.026069128686524824,0.008883786054678097,2.639685520961256,7.745875287051757,0.12909581843391957,0.378826716777348,0.1342790665119495,0.09401257337978682,High
2023-11-02,TikTok,#Tech,Live Stream,Germany,4508915,87132,11145,1464,High,0,0,0,0,0,False,False,False,False,0,0,3,0,2,306,44,11,4,2023,2023-11,99741,0.022120842819170466,0.019324378631138835,0.002471769267824018,0.0003246900141852277,7.8173335725820925,59.475767918088735,0.01680190054284829,0.1279079108948389,0.024754952188064713,0.021642101298079093,Low
2022-03-17,Instagram,#Viral,Video,USA,4397591,416382,88301,47488,Medium,0,0,0,0,0,False,False,False,False,0,0,3,0,17,76,11,3,1,2022,2022-03,552171,0.1255621543704269,0.09468409074784565,0.020079397997813348,0.010798637072288652,4.715431134062649,8.7679673187475,0.11404884445330381,0.21206677506046115,0.15104084235190532,0.11155506062715742,High
2022-09-13,YouTube,#Education,Post,Germany,3601578,471857,28736,45781,Medium,0,0,0,0,0,False,False,False,False,0,0,1,0,13,256,37,9,3,2022,2022-09,546374,0.1517040586098649,0.13101392472579387,0.007978722665808525,0.012711369096721188,16.41984201552006,10.306605216023765,0.0970228331404787,0.06089967744533313,0.16603842370249272,0.1317213892542633,High
2022-07-05,Twitter,#Viral,Video,USA,3841456,348089,61193,14943,High,0,0,0,0,0,False,False,False,False,0,0,1,0,5,186,27,7,3,2022,2022-07,424225,0.11043338775714208,0.09061379575510022,0.01592963294916486,0.0038899303050899696,5.688286433310456,23.292893468950748,0.04292855296044126,0.1757964894136574,0.12830795711106488,0.0994507090427062,High
2023-07-07,YouTube,#Viral,Shorts,Brazil,1034261,195633,15859,20583,Low,0,0,0,0,0,False,False,False,False,0,0,4,0,7,188,27,7,3,2023,2023-07,232075,0.2243872678173111,0.18915226509337094,0.0153336388652005,0.019901146904749475,12.33499369482976,9.504129420909445,0.10521177300469244,0.0810646411155525,0.24967126318089614,0.18326494705986404,High
2023-09-14,Instagram,#Tech,Reel,Australia,604410,281512,29457,28963,Medium,0,0,0,0,0,False,False,False,False,0,0,3,0,14,257,37,9,3,2023,2023-09,339932,0.562419549643454,0.4657625357579528,0.04873670399777635,0.047919379362718416,9.556385362210605,9.719375776826405,0.10288334819351148,0.10463815170169762,0.6351150127975831,0.3599670458372073,High
2023-07-14,YouTube,#Gaming,Post,USA,2028335,172803,2213,18377,Medium,0,0,0,0,0,False,False,False,False,0,0,4,0,14,195,28,7,3,2023,2023-07,193393,0.09534568993780614,0.08519446482239629,0.0010910421153102839,0.009060135993247667,78.05013550135502,9.402709761671565,0.1063459179185667,0.012806416518136155,0.10096675304288835,0.08704620907689871,High
2022-03-25,Instagram,#Fashion,Video,India,4771704,282262,66844,16684,Low,0,0,0,0,0,False,False,False,False,0,0,4,0,25,84,12,3,1,2022,2022-03,365790,0.07665814979302991,0.05915327959293376,0.014008409991816342,0.0034964441431312287,4.222634452838657,16.917111177704523,0.059107995025915544,0.23681460198467386,0.09241476579126329,0.07120008315338179,High
2022-12-27,YouTube,#Dance,Video,Brazil,3411739,218368,44457,4186,High,0,0,0,0,0,False,False,False,False,0,0,1,0,27,361,52,12,4,2022,2022-12,267011,0.07826243449454956,0.06400487727669753,0.013030594359476396,0.0012269399192201048,4.911781906518512,52.153809410078814,0.01916938759622474,0.2035865896716109,0.09190647587448048,0.07258199116547741,High
2022-04-05,TikTok,#Gaming,Video,Brazil,4076916,432821,9865,39288,Low,0,0,0,0,0,False,True,False,False,1,0,1,0,5,95,14,4,2,2022,2022-04,481974,0.11822024294834625,0.1061637997535883,0.0024197205878854046,0.00963669360941123,43.86995742955605,11.016340451525872,0.09077172602132054,0.02279227950520075,0.12545828134347597,0.10572178754038812,Medium
2023-03-28,YouTube,#Education,Post,UK,2758264,432567,21030,35843,Medium,0,0,0,0,0,False,False,False,False,0,0,1,0,28,87,13,3,1,2023,2023-03,489440,0.17744494363121152,0.15682575822120065,0.007624358065668092,0.012994763012255892,20.568066188008178,12.068044861064614,0.08286096058885539,0.048616633685339646,0.19156661887092066,0.15070338922512644,High
2023-05-29,TikTok,#Fashion,Video,Japan,3998415,388913,45669,9024,Medium,0,0,0,0,0,False,True,False,False,1,0,0,0,29,149,22,5,2,2023,2023-05,443606,0.11094546213937273,0.09726676763998543,0.011421773022116758,0.002256893729917047,8.515721480183927,43.092853185595565,0.0232030731729894,0.11742698900013884,0.12349565427909452,0.0998658043264541,Medium
2023-07-27,Twitter,#Comedy,Tweet,Brazil,1042784,488595,87749,45019,High,0,0,0,0,0,False,False,False,False,0,0,3,0,27,208,30,7,3,2023,2023-07,621363,0.5958693267253813,0.4685481666882435,0.08414869795787243,0.04317189065818937,5.568034188034188,10.852843180808529,0.09213951812949758,0.17959418415214207,0.7016033985912724,0.37338227932989093,High
2023-10-09,Instagram,#Education,Post,USA,4873492,97181,19120,23324,High,0,0,0,0,0,False,False,False,False,0,0,0,0,9,282,41,10,4,2023,2023-10,139625,0.028649888006382282,0.019940728344126073,0.003923264073632608,0.004785889709906221,5.082422467444172,4.166387995712754,0.24000329279084603,0.1967442530509765,0.03496609105625062,0.027851933238342532,Medium
2023-05-08,YouTube,#Tech,Post,India,975799,320442,87429,44516,Medium,0,0,0,0,0,False,False,False,False,0,0,0,0,8,128,19,5,2,2023,2023-05,452387,0.4636067468812737,0.32838901414224225,0.08959725353556057,0.04562000409920065,3.665126386823745,7.198193948379271,0.13892018237252804,0.2728379150114061,0.5760135273621644,0.3167563608661617,High
2022-01-25,Instagram,#Music,Reel,USA,1227035,90647,96551,30875,Medium,0,0,0,0,0,False,False,False,False,0,0,1,0,25,25,4,1,1,2022,2022-01,218073,0.17772353681842817,0.07387476814046205,0.07868636291029767,0.025162260927959732,0.9388412461678681,2.9358401347324783,0.3406032124260877,1.06512002471097,0.268990885352997,0.15090429227434904,High
2022-05-11,Instagram,#Challenge,Live Stream,Brazil,2940609,417021,8144,10445,Medium,0,0,0,0,0,False,False,False,False,0,0,2,0,11,131,19,5,2,2022,2022-05,435610,0.14813598135624287,0.1418144534637371,0.0027694934044296933,0.003551984112139998,51.19963167587477,39.92159678345778,0.025046640225215935,0.019528945715094167,0.1526814164408065,0.12902302842321545,High
2023-08-05,Twitter,#Fashion,Live Stream,Germany,3088030,409248,48230,35140,Low,0,0,0,0,0,False,False,False,False,0,0,5,1,5,217,31,8,3,2023,2023-08,492618,0.15952500461459249,0.1325271669876371,0.01561836652546558,0.011379419442356634,8.485165142750514,11.645883725562733,0.08586459588172482,0.1178500130727259,0.18083302920210323,0.1375778909292396,High
2022-04-15,Twitter,#Viral,Post,India,1459533,280764,84256,47050,High,0,0,0,0,0,False,False,False,False,0,0,4,0,15,105,15,4,2,2022,2022-04,412070,0.2823300329625983,0.19236550844310582,0.05772801455807128,0.032236316522944994,3.33223352362415,5.967227051497312,0.16757786761170373,0.3000943849838833,0.35617601234366586,0.22016955518878736,High
2022-03-23,Instagram,#Tech,Video,Australia,4501262,376672,46465,42986,High,0,0,0,0,0,False,False,False,False,0,0,2,0,23,82,12,3,1,2022,2022-03,466123,0.10355384778757602,0.08368140230864093,0.01032265832945109,0.009549764143974702,8.106400378771575,8.762463070230535,0.11412020505849901,0.12335633294661418,0.11865136518350516,0.0938366967730506,High
2023-06-28,YouTube,#Fashion,Post,UK,2946718,101693,79172,11498,Medium,0,0,0,0,0,True,False,False,False,1,0,2,0,28,179,26,6,2,2023,2023-06,192363,0.06528042384781985,0.034510586180765794,0.02686784861400086,0.00390196689945665,1.2844404026625238,8.843638577267589,0.1130646842488249,0.7785316734517277,0.09409923375795248,0.06128003705543119,High
